0.278009	5.31	0.08	
0.27894	5.38	0.08	
0.27972	5.33	0.08	
0.280112	5.33	0.08	
0.280662	5.34	0.08	
0.280741	5.31	0.08	
0.280978	5.33	0.08	
0.281373	5.35	0.08	
0.282087	5.4	0.08	
0.282486	5.43	0.08	
0.283126	5.36	0.08	
0.28393	5.4	0.08	
0.284414	5.41	0.08	
0.285144	5.45	0.08	
0.285714	5.53	0.08	
0.286287	5.59	0.08	
0.287026	5.57	0.08	
0.287522	5.58	0.08	
0.288018	5.62	0.08	
0.288434	5.64	0.08	
0.28885	5.61	0.08	
0.288934	5.6	0.08	
0.289855	5.73	0.08	
0.29036	5.8	0.08	
0.291036	5.78	0.08	
0.291545	5.75	0.08	
0.292141	5.74	0.08	
0.292826	5.75	0.08	
0.293427	5.75	0.08	
0.293945	5.78	0.08	
0.293945	5.76	0.08	
0.294377	5.76	0.08	
0.294724	5.78	0.08	
0.295159	5.79	0.08	
0.295596	5.8	0.08	
0.296296	5.79	0.08	
0.296824	5.78	0.08	
0.297265	5.83	0.08	
0.298063	5.84	0.08	
0.298597	5.85	0.08	
0.299043	5.86	0.08	
0.29967	5.85	0.08	
0.30003	5.87	0.08	
0.300752	5.88	0.08	
0.301205	5.89	0.08	
0.301205	5.9	0.08	
0.301932	5.9	0.08	
0.302755	5.97	0.08	
0.303122	6	0.08	
0.303859	6.01	0.08	
0.304414	6.02	0.08	
0.30525	6.02	0.08	
0.306091	6.08	0.08	
0.30656	6.1	0.08	
0.307598	6.1	0.08	
0.307882	6.09	0.08	
0.307882	6.1	0.08	
0.307882	6.08	0.08	
0.307503	6.08	0.08	
0.307503	6.09	0.08	
0.308071	6.14	0.08	
0.309215	6.11	0.08	
0.309885	6.12	0.08	
0.310078	6.12	0.08	
0.310655	6.15	0.08	
0.311429	6.14	0.08	
0.31211	6.18	0.08	
0.312989	6.17	0.08	
0.31348	6.22	0.08	
0.314169	6.22	0.08	
0.314861	6.31	0.08	
0.315856	6.31	0.08	
0.316957	6.33	0.08	
0.317864	6.35	0.08	
0.318674	6.35	0.08	
0.318979	6.38	0.08	
0.319693	6.39	0.08	
0.320102	6.37	0.08	
0.320513	6.4	0.08	
0.32113	6.42	0.08	
0.32175	6.47	0.08	
0.322477	6.48	0.08	
0.323311	6.52	0.08	
0.324254	6.59	0.08	
0.324992	6.58	0.08	
0.325839	6.61	0.08	
0.326052	6.58	0.08	
0.326052	6.58	0.08	
0.326584	6.59	0.08	
0.326904	6.58	0.08	
0.327332	6.61	0.09	
0.327654	6.66	0.08	
