0.272702	5.3	10.16	
0.273523	5.36	10.16	
0.274348	5.33	10.16	
0.274801	5.33	10.16	
0.275482	5.32	10.16	
0.276243	5.38	10.16	
0.277239	5.38	10.16	
0.277855	5.44	10.16	
0.278396	5.46	10.16	
0.278862	5.47	10.16	
0.279564	5.52	10.16	
0.279955	5.57	10.16	
0.280505	5.56	10.16	
0.281057	5.56	10.16	
0.28169	5.55	10.16	
0.282008	5.58	10.16	
0.282646	5.62	10.16	
0.283527	5.63	10.16	
0.283688	5.63	10.16	
0.283768	5.68	10.16	
0.284333	5.7	10.16	
0.2849	5.74	10.16	
0.285633	5.74	10.16	
0.286287	5.74	10.16	
0.287191	5.78	10.16	
0.287936	5.77	10.16	
0.28885	5.79	10.16	
0.289687	5.81	10.16	
0.290698	5.8	10.16	
0.2918	5.82	10.16	
0.292483	5.85	10.16	
0.293686	5.87	10.16	
0.294551	5.87	10.16	
0.295247	5.92	10.16	
0.295946	5.93	10.16	
0.296384	6.02	10.16	
0.296824	6.04	10.16	
0.297354	6.05	10.16	
0.298063	6.03	10.16	
0.299312	6.07	10.16	
0.29985	6.07	10.16	
0.3003	6.09	10.16	
0.301114	6.06	10.16	
0.301841	6.12	10.16	
0.302297	6.1	10.16	
0.302847	6.11	10.16	
0.303306	6.11	10.16	
0.303767	6.12	10.16	
0.304599	6.13	10.16	
0.30525	6.16	10.16	
0.305998	6.15	10.16	
0.306748	6.19	10.16	
0.307598	6.23	10.16	
0.308547	6.3	10.16	
0.309598	6.32	10.16	
0.310849	6.35	10.16	
0.311721	6.38	10.16	
0.312598	6.38	10.16	
0.313283	6.4	10.16	
0.313775	6.42	10.16	
0.314465	6.51	10.16	
0.314961	6.52	10.16	
0.315557	6.51	10.16	
0.316256	6.51	10.16	
0.316957	6.53	10.16	
0.317561	6.58	10.16	
0.318066	6.56	10.16	
0.318573	6.59	10.16	
0.319387	6.55	10.16	
0.32041	6.6	10.16	
0.320924	6.62	10.16	
0.320821	6.61	10.16	
0.320821	6.62	10.16	
0.320924	6.66	10.16	
0.321647	6.64	10.16	
0.322789	6.74	10.16	
0.323729	6.72	10.16	
0.324675	6.74	10.16	
0.325415	6.78	10.16	
0.326371	6.78	10.16	
0.326904	6.78	10.16	
