0.881057	22.5	20.09	
0.880282	22.46	20.09	
0.878735	22.44	20.09	
0.877193	22.41	20.09	
0.874891	22.39	20.09	
0.876424	22.35	20.09	
0.874126	22.33	20.09	
0.8726	22.3	20.09	
0.87108	22.26	20.09	
0.869565	22.24	20.09	
0.867303	22.21	20.09	
0.86881	22.22	20.09	
0.868056	22.2	20.09	
0.866551	22.19	20.09	
0.868056	22.16	20.09	
0.865052	22.1	20.09	
0.865801	22.07	20.09	
0.864304	22.03	20.09	
0.864304	21.99	20.09	
0.862813	21.97	20.09	
0.860585	21.93	20.09	
0.860585	21.88	20.09	
0.858369	21.84	20.09	
0.859107	21.81	20.09	
0.857633	21.72	20.09	
0.856898	21.61	20.09	
0.855432	21.78	20.09	
0.854701	21.79	20.09	
0.854701	21.74	20.09	
0.852515	21.73	20.09	
0.852515	21.72	20.09	
0.852515	21.71	20.09	
0.851789	21.69	20.09	
0.85034	21.67	20.09	
0.849618	21.62	20.09	
0.848896	21.61	20.09	
0.84674	21.56	20.09	
0.84674	21.48	20.09	
0.844595	21.5	20.09	
0.844595	21.49	20.09	
0.841751	21.4	20.09	
0.84246	21.37	20.09	
0.841751	21.37	20.09	
0.841043	21.34	20.09	
0.839631	21.33	20.09	
0.838926	21.29	20.09	
0.838223	21.24	20.09	
0.83612	21.24	20.09	
0.83612	21.25	20.09	
0.835422	21.24	20.09	
0.834028	21.21	20.09	
0.834725	21.19	20.09	
0.832639	21.16	20.09	
0.832639	21.13	20.09	
0.831255	21.12	20.09	
0.830565	21.05	20.09	
0.829187	21.04	20.09	
0.8285	20.96	20.09	
0.827815	20.92	20.09	
0.825764	20.91	20.09	
0.824402	20.84	20.09	
0.823045	20.85	20.09	
0.821693	20.85	20.09	
0.823045	20.85	20.09	
0.820345	20.8	20.09	
0.819672	20.81	20.09	
0.820345	20.8	20.09	
0.817661	20.73	20.09	
0.817661	20.71	20.09	
0.816327	20.7	20.09	
0.816993	20.67	20.09	
0.816327	20.61	20.09	
0.814332	20.6	20.09	
0.81367	20.53	20.09	
0.811688	20.5	20.09	
0.81103	20.46	20.09	
0.810373	20.46	20.09	
0.809717	20.45	20.09	
0.808407	20.41	20.09	
0.808407	20.39	20.09	
0.808407	20.4	20.09	
0.807103	20.36	20.09	
0.805802	20.34	20.09	
0.804505	20.31	20.09	
0.803859	20.29	20.09	
0.803213	20.31	20.09	
0.802568	20.3	20.09	
0.802568	20.27	20.09	
0.800641	20.23	20.09	
0.800641	20.18	20.09	
0.8	20.15	20.09	
0.798085	20.13	20.09	
0.798085	20.1	20.09	
0.796178	20.06	20.09	
0.795545	20.04	20.09	
0.794281	20.01	20.09	
0.793021	19.99	20.09	
0.793651	19.97	20.09	
0.792393	19.95	20.09	
0.790514	19.96	20.09	
0.790514	19.92	20.09	
0.789266	19.88	20.09	
0.786782	19.87	20.09	
0.786782	19.83	20.09	
0.786164	19.78	20.09	
0.785546	19.79	20.09	
0.784929	19.78	20.09	
0.782473	19.75	20.09	
0.782473	19.7	20.09	
0.78125	19.68	20.09	
0.780031	19.63	20.09	
0.778816	19.59	20.09	
0.778816	19.58	20.09	
0.777605	19.54	20.09	
0.777001	19.51	20.09	
0.774593	19.44	20.09	
0.775194	19.45	20.09	
0.774593	19.47	20.09	
0.773395	19.49	20.09	
0.773395	19.44	20.09	
0.772798	19.38	20.09	
0.770416	19.38	20.09	
0.76864	19.33	20.09	
0.768049	19.31	20.09	
0.766871	19.29	20.09	
0.765697	19.23	20.09	
0.766284	19.21	20.09	
0.764526	19.16	20.09	
0.763359	19.14	20.09	
0.761615	19.15	20.09	
0.761035	19.13	20.09	
0.761035	19.06	20.09	
0.760456	19.07	20.09	
0.759301	19.04	20.09	
0.75815	19.02	20.09	
0.757576	18.98	20.09	
0.75643	18.91	20.09	
0.754148	18.96	20.09	
0.75358	18.94	20.09	
0.75358	18.89	20.09	
0.751315	18.91	20.09	
0.751315	18.88	20.09	
0.749625	18.86	20.09	
0.749625	18.83	20.09	
0.747943	18.77	20.09	
0.744602	18.73	20.09	
0.745712	18.71	20.09	
0.744602	18.69	20.09	
0.744048	18.66	20.09	
0.742942	18.63	20.09	
0.74239	18.61	20.09	
0.74184	18.6	20.09	
0.74129	18.56	20.09	
0.739645	18.55	20.09	
0.739645	18.54	20.09	
0.739098	18.55	20.09	
0.738007	18.43	20.09	
0.737463	18.48	20.09	
0.736377	18.43	20.09	
0.734754	18.41	20.09	
0.734214	18.4	20.09	
0.732601	18.39	20.09	
0.732064	18.38	20.09	
0.73046	18.37	20.09	
0.729927	18.37	20.09	
0.729395	18.36	20.09	
0.728332	18.35	20.09	
0.726744	18.33	20.09	
0.726744	18.29	20.09	
0.725163	18.28	20.09	
0.724113	18.25	20.09	
0.724113	18.18	20.09	
0.722022	18.13	20.09	
0.720461	18.09	20.09	
0.720461	18.05	20.09	
0.718907	18.03	20.09	
0.716846	18	20.09	
0.716846	17.94	20.09	
0.716332	17.88	20.09	
0.715308	17.84	20.09	
0.713267	17.79	20.09	
0.711744	17.77	20.09	
0.710732	17.73	20.09	
0.710227	17.72	20.09	
0.710227	17.7	20.09	
0.710227	17.69	20.09	
0.708215	17.68	20.09	
0.708717	17.66	20.09	
0.707714	17.63	20.09	
0.707214	17.61	20.09	
0.706215	17.6	20.09	
0.704722	17.58	20.09	
0.704225	17.56	20.09	
0.703235	17.54	20.09	
0.702247	17.52	20.09	
0.701262	17.5	20.09	
0.700771	17.47	20.09	
0.69979	17.43	20.09	
0.698324	17.39	20.09	
0.69735	17.34	20.09	
0.695894	17.31	20.09	
0.69541	17.28	20.09	
0.693963	17.24	20.09	
0.693481	17.21	20.09	
0.692042	17.2	20.09	
0.691085	17.18	20.09	
0.690608	17.17	20.09	
0.68918	17.15	20.09	
0.688705	17.13	20.09	
0.686813	17.11	20.09	
0.686813	17.09	20.09	
0.685401	17.07	20.09	
0.685401	17.05	20.09	
0.683995	17.02	20.09	
0.68306	17	20.09	
0.68306	16.96	20.09	
0.682128	16.92	20.09	
0.680735	16.89	20.09	
0.680272	16.86	20.09	
0.678887	16.82	20.09	
0.677048	16.8	20.09	
0.67659	16.76	20.09	
0.675676	16.74	20.09	
0.674764	16.72	20.09	
0.674309	16.7	20.09	
0.673401	16.68	20.09	
0.672495	16.67	20.09	
0.671141	16.65	20.09	
0.670691	16.62	20.09	
0.669344	16.59	20.09	
0.668449	16.58	20.09	
0.667557	16.54	20.09	
0.666667	16.51	20.09	
0.665779	16.47	20.09	
0.664894	16.42	20.09	
0.66313	16.4	20.09	
0.662691	16.36	20.09	
0.661376	16.33	20.09	
0.660502	16.3	20.09	
0.659631	16.28	20.09	
0.658762	16.26	20.09	
0.657895	16.24	20.09	
0.657462	16.22	20.09	
0.656168	16.2	20.09	
0.655308	16.18	20.09	
0.65445	16.15	20.09	
0.652742	16.13	20.09	
0.652316	16.1	20.09	
0.651466	16.07	20.09	
0.649773	16.06	20.09	
0.650195	16.04	20.09	
0.649351	16	20.09	
0.648088	15.97	20.09	
0.647668	15.94	20.09	
0.645995	15.93	20.09	
0.645161	15.9	20.09	
0.64433	15.87	20.09	
0.643915	15.84	20.09	
0.642674	15.83	20.09	
0.641849	15.8	20.09	
0.640205	15.77	20.09	
0.639795	15.75	20.09	
0.638162	15.74	20.09	
0.637349	15.7	20.09	
0.636132	15.68	20.09	
0.635324	15.66	20.09	
0.634921	15.63	20.09	
