0.262605	5.33	30.01	92.5	
0.263435	5.36	30.01	92.6	
0.26434	5.36	30.01	92.7	
0.265252	5.34	30.01	92.8	
0.26617	5.39	30.01	92.9	
0.266667	5.4	30.01	93	
0.267523	5.49	30.01	93.1	
0.268456	5.48	30.01	93.2	
0.26976	5.53	30.01	93.3	
0.270856	5.57	30.01	93.4	
0.272035	5.63	30.01	93.5	
0.273149	5.66	30.01	93.6	
0.273898	5.67	30.01	93.7	
0.274876	5.73	30.01	93.8	
0.275786	5.72	30.01	93.9	
0.276702	5.79	30.01	94	
0.277701	5.78	30.01	94.1	
0.278474	5.77	30.01	94.2	
0.279096	5.8	30.01	94.3	
0.279642	5.82	30.01	94.4	
0.280426	5.83	30.01	94.5	
0.281373	5.85	30.01	94.6	
0.282167	5.88	30.01	94.7	
0.283286	5.92	30.01	94.8	
0.284091	5.98	30.01	94.9	
0.284981	6.02	30.01	95	
0.286287	6.05	30.01	95.1	
0.287604	6.08	30.01	95.2	
0.289101	6.09	30.01	95.3	
0.290613	6.11	30.01	95.4	
0.291715	6.13	30.01	95.5	
0.29274	6.13	30.01	95.6	
0.293513	6.15	30.01	95.7	
0.293945	6.13	30.01	95.8	
0.294204	6.15	30.01	95.9	
0.294724	6.23	30.01	96	
0.295159	6.25	30.01	96.1	
0.295596	6.25	30.01	96.2	
0.295508	6.24	30.01	96.3	
0.295334	6.23	30.01	96.4	
0.295421	6.28	30	96.5	
0.296033	6.36	30	96.6	
0.297354	6.37	30	96.7	
0.298775	6.41	30	96.8	
0.30021	6.45	30	96.9	
0.301568	6.49	30	97	
0.302755	6.51	30	97.1	
0.303859	6.58	30	97.2	
0.304692	6.58	30	97.3	
0.306185	6.56	30	97.4	
0.307314	6.63	30	97.5	
0.307977	6.62	30	97.6	
0.308928	6.64	30	97.7	
0.309598	6.72	30	97.8	
0.310078	6.75	30	97.9	
0.310849	6.72	30	98	
0.311624	6.77	30	98.1	
0.3125	6.78	30	98.2	
0.312989	6.81	30	98.3	
0.313972	6.85	30	98.4	
0.314762	6.91	30	98.5	
0.315657	6.93	30	98.6	
0.316356	7.01	30	98.7	
0.317259	7	30	98.8	
0.318167	7.01	30	98.9	
0.318878	7.03	30	99	
0.320102	7.09	30	99.1	
0.320924	7.14	30	99.2	
0.321647	7.14	30	99.3	
0.322165	7.23	30	99.4	
0.323102	7.23	30	99.5	
0.324149	7.21	30	99.6	
0.325309	7.36	30	99.7	
0.326477	7.28	30	99.8	
0.327439	7.32	30	99.9	
0.328192	7.33	30	100	
0.329489	7.36	30	100.1	
0.330579	7.38	30	100.2	
0.332005	7.42	30	100.3	
0.332889	7.45	30	100.4	
0.333778	7.49	30	100.5	
0.334448	7.51	30	100.6	
0.335458	7.5	30	100.7	
0.336247	7.49	30	100.8	
0.336587	7.49	30	100.9	
0.337041	7.55	30	101	
0.338409	7.6	30	101.1	
0.339559	7.59	30	101.2	
0.340832	7.59	30	101.3	
0.341763	7.6	30	101.4	
0.342818	7.68	30	101.5	
0.343171	7.79	30	101.6	
0.344116	7.77	30	101.7	
0.344947	7.75	30	101.8	
0.345662	7.72	30	101.9	
0.34626	7.82	30	102	
0.346981	7.83	30	102.1	
0.347584	7.86	30	102.2	
0.348554	7.86	30	102.3	
0.349162	7.92	30	102.4	
0.35014	7.93	30	102.5	
0.351124	7.9	30	102.6	
0.351865	7.92	30	102.7	
0.352609	7.94	30	102.8	
0.353232	7.97	30	102.9	
0.353607	7.97	30	103	
0.354359	8.02	30	103.1	
0.355619	8.03	30	103.2	
0.357015	8.11	30	103.3	
0.358166	8.14	30	103.4	
0.359195	8.08	30	103.5	
0.359842	8.11	30	103.6	
0.360231	8.09	30	103.7	
0.360101	8.19	30	103.8	
0.361272	8.19	30	103.9	
0.362188	8.22	30	104	
0.362713	8.22	30	104.1	
0.363636	8.26	30	104.2	
0.364299	8.27	30	104.3	
0.364964	8.27	30	104.4	
0.365497	8.31	30	104.5	
0.366166	8.27	30	104.6	
0.367107	8.37	30	104.7	
0.367918	8.33	30	104.8	
0.368596	8.4	30	104.9	
0.369686	8.43	30	105	
0.370508	8.51	30	105.1	
0.372162	8.46	30	105.2	
0.373832	8.49	30	105.3	
0.374672	8.58	30	105.4	
0.375799	8.62	30	105.5	
0.376648	8.62	30	105.6	
0.377216	8.66	30	105.7	
0.377501	8.62	30	105.8	
0.377929	8.62	30	105.9	
0.378788	8.73	30	106	
0.379939	8.79	30	106.1	
0.380662	8.82	30	106.2	
0.381388	8.8	30	106.3	
0.382263	8.81	30	106.4	
0.383142	8.89	30	106.5	
0.38373	8.92	30	106.6	
0.384763	8.95	30	106.7	
0.385802	8.98	30	106.8	
0.386698	8.98	30	106.9	
0.387447	8.96	30	107	
0.388048	8.97	30	107.1	
0.38956	9.01	30	107.2	
0.390625	9.04	30	107.3	
0.391696	9.05	30	107.4	
0.392773	9.07	30	107.5	
0.393236	9.08	30	107.6	
0.394011	9.12	30	107.7	
0.394633	9.15	30	107.8	
0.395413	9.16	30	107.9	
0.396511	9.17	30	108	
0.397456	9.16	30	108.1	
0.397772	9.2	30	108.2	
0.399042	9.2	30	108.3	
0.4	9.26	30	108.4	
0.400641	9.3	30	108.5	
0.401606	9.3	30	108.6	
0.402253	9.33	30	108.7	
0.403226	9.33	30	108.8	
0.40404	9.34	30	108.9	
0.404694	9.37	30	109	
0.405844	9.37	30	109.1	
0.407166	9.41	30	109.2	
0.407498	9.43	30	109.3	
0.408497	9.47	30	109.4	
0.408831	9.45	30	109.5	
0.409836	9.48	30	109.6	
0.410341	9.48	30	109.7	
0.410846	9.49	30	109.8	
0.411523	9.49	30	109.9	
0.412541	9.51	30	110	
0.413736	9.53	30	110.1	
0.414594	9.54	30	110.2	
0.415455	9.54	30	110.3	
0.416493	9.56	30	110.4	
0.417362	9.58	30	110.5	
0.418585	9.61	29.99	110.6	
0.419992	9.66	30	110.7	
0.420698	9.69	29.99	110.8	
0.421763	9.72	29.99	110.9	
0.423191	9.77	29.99	111	
0.423908	9.82	29.99	111.1	
0.424809	9.85	29.99	111.2	
0.425713	9.87	29.99	111.3	
0.426257	9.9	29.99	111.4	
0.427533	9.95	29.99	111.5	
0.427899	9.96	29.99	111.6	
0.428266	9.98	29.99	111.7	
0.429	10.01	29.99	111.8	
0.429923	10.03	29.99	111.9	
0.430663	10.05	29.99	112	
0.431965	10.09	29.99	112.1	
0.432526	10.12	29.99	112.2	
0.433651	10.15	29.99	112.3	
0.434216	10.17	29.99	112.4	
0.434783	10.2	29.99	112.5	
0.43554	10.23	29.99	112.6	
0.4363	10.25	29.99	112.7	
0.436872	10.28	29.99	112.8	
0.437637	10.29	29.99	112.9	
0.438596	10.31	29.99	113	
0.439174	10.33	29.99	113.1	
0.440335	10.36	29.99	113.2	
0.440917	10.38	29.99	113.3	
0.441696	10.38	29.99	113.4	
0.442478	10.4	29.99	113.5	
0.442478	10.41	29.99	113.6	
0.443262	10.45	29.99	113.7	
0.444247	10.47	29.99	113.8	
0.445434	10.49	29.99	113.9	
0.445633	10.53	29.99	114	
0.447027	10.53	29.99	114.1	
0.448029	10.55	29.99	114.2	
0.448229	10.58	29.99	114.3	
0.449236	10.61	29.99	114.4	
0.450248	10.63	29.99	114.5	
0.45106	10.68	29.99	114.6	
0.451671	10.7	29.99	114.7	
0.452694	10.73	29.99	114.8	
0.453309	10.76	29.99	114.9	
0.454339	10.77	29.99	115	
0.455581	10.79	29.99	115.1	
0.455996	10.82	29.99	115.2	
0.457247	10.83	29.99	115.3	
0.457875	10.85	29.99	115.4	
0.458505	10.88	29.99	115.5	
0.459559	10.89	29.99	115.6	
0.460617	10.92	29.99	115.7	
0.461255	10.95	29.99	115.8	
0.462107	10.98	29.99	115.9	
0.463607	10.99	29.99	116	
0.464468	11.03	29.99	116.1	
0.465116	11.07	29.99	116.2	
0.465983	11.11	29.99	116.3	
0.466636	11.12	29.99	116.4	
0.467727	11.14	29.99	116.5	
0.468165	11.17	29.99	116.6	
0.468384	11.2	29.99	116.7	
0.469704	11.22	29.99	116.8	
0.471032	11.25	29.99	116.9	
0.472144	11.27	29.99	117	
0.473037	11.31	29.99	117.1	
0.474608	11.35	29.99	117.2	
0.475511	11.37	29.99	117.3	
0.476417	11.38	29.99	117.4	
0.477327	11.41	29.99	117.5	
0.478927	11.44	29.99	117.6	
0.479386	11.47	29.99	117.7	
0.480538	11.47	29.99	117.8	
0.481232	11.5	29.99	117.9	
