1.096,22.65,15.12
1.095,22.65,15.12
1.095,22.65,15.12
1.095,22.65,15.12
1.094,22.65,15.12
1.094,22.65,15.12
1.095,22.65,15.12
1.094,22.65,15.12
1.094,22.65,15.12
1.092,22.65,15.12
1.095,22.65,15.12
1.095,22.65,15.12
1.095,22.65,15.12
1.096,22.65,15.12
1.095,22.65,15.12
1.094,22.65,15.12
1.095,22.65,15.12
1.097,22.65,15.12
1.095,22.65,15.12
1.096,22.65,15.12
1.095,22.65,15.12
1.094,22.65,15.12
1.093,22.65,15.12
1.094,22.65,15.12
1.094,22.65,15.12
1.095,22.65,15.12
1.095,22.65,15.12
1.096,22.65,15.12
1.095,22.65,15.12
1.094,22.65,15.12
1.096,22.65,15.12
1.098,22.65,15.12
1.098,22.65,15.12
1.097,22.65,15.12
1.099,22.65,15.12
1.1,22.65,15.12
1.102,22.65,15.12
1.102,22.65,15.12
1.103,22.65,15.12
1.103,22.65,15.12
1.105,22.65,15.12
1.106,22.65,15.12
1.106,22.67,15.12
1.109,22.67,15.12
1.107,22.67,15.12
1.111,22.67,15.12
1.11,22.65,15.12
1.11,22.64,15.12
1.11,22.66,15.12
1.111,22.65,15.12
1.112,22.66,15.12
1.113,22.65,15.12
1.115,22.63,15.12
1.115,22.59,15.12
1.116,22.58,15.12
1.117,22.58,15.12
1.119,22.51,15.12
1.12,22.5,15.12
1.121,22.46,15.12
1.122,22.47,15.12
1.121,22.46,15.12
1.122,22.46,15.12
1.123,22.46,15.12
1.123,22.44,15.12
1.125,22.4,15.12
1.125,22.41,15.12
1.126,22.41,15.12
1.127,22.37,15.12
1.126,22.35,15.12
1.128,22.34,15.12
1.13,22.36,15.12
1.129,22.34,15.12
1.131,22.31,15.12
1.131,22.32,15.12
1.132,22.29,15.12
1.132,22.26,15.12
1.133,22.25,15.12
1.134,22.23,15.12
1.135,22.21,15.12
1.138,22.19,15.12
1.138,22.14,15.12
1.139,22.1,15.12
1.139,22.06,15.12
1.14,22.01,15.12
1.142,22,15.12
1.142,21.97,15.12
1.144,21.98,15.12
1.145,21.95,15.12
1.146,21.92,15.12
1.145,21.88,15.12
1.146,21.89,15.12
1.146,21.83,15.12
1.148,21.83,15.12
1.149,21.83,15.12
1.15,21.83,15.12
1.151,21.82,15.12
1.151,21.78,15.12
1.152,21.63,15.12
